DNI;PLAZOMESESCREDITO;HISTORIALCREDITO;PROPOSITOCREDITO;MONTOCREDITO;SALDOCUENTAAHORROS;TIEMPOEMPLEO;TASAPAGO;ESTADOCIVILYSEXO;GARANTE;AVALUOVIVIENDA;ACTIVOS;EDAD;VIVIENDA;CANTIDADCREDITOSEXISTENTES;EMPLEO;TRABAJADOREXTRANJERO;TIPOCLIENTE
104600499;18;A32;A43;1301.0;A61;A75;4.0;A94;A103;2.0;A121;32;A152;1;A172;A201;1
104600500;6;A34;A40;1323.0;A62;A75;2.0;A91;A101;4.0;A123;28;A152;2;A173;A201;1
104600501;24;A32;A40;3123.0;A61;A72;4.0;A92;A101;1.0;A122;27;A152;1;A173;A201;2
104600502;36;A32;A41;5493.0;A61;A75;2.0;A93;A101;4.0;A124;42;A153;1;A173;A201;1
104600503;9;A32;A43;1126.0;A62;A75;2.0;A91;A101;4.0;A121;49;A152;1;A173;A201;1
104600504;24;A34;A43;1216.0;A62;A72;4.0;A93;A101;4.0;A124;38;A152;2;A173;A201;2
104600505;24;A32;A40;1207.0;A61;A72;4.0;A92;A101;4.0;A122;24;A151;1;A173;A201;2
104600506;10;A32;A40;1309.0;A65;A73;4.0;A93;A103;4.0;A122;27;A152;1;A172;A201;2
104600507;15;A34;A41;2360.0;A63;A73;2.0;A93;A101;2.0;A123;36;A152;1;A173;A201;1
104600508;15;A31;A40;6850.0;A62;A71;1.0;A93;A101;2.0;A122;34;A152;1;A174;A201;2
104600509;24;A32;A43;1413.0;A61;A73;4.0;A94;A101;2.0;A122;28;A152;1;A173;A201;1
104600510;39;A32;A41;8588.0;A62;A75;4.0;A93;A101;2.0;A123;45;A152;1;A174;A201;1
104600511;12;A32;A40;759.0;A61;A74;4.0;A93;A101;2.0;A121;26;A152;1;A173;A201;2
104600512;36;A32;A41;4686.0;A61;A73;2.0;A93;A101;2.0;A124;32;A153;1;A174;A201;1
104600513;15;A32;A49;2687.0;A61;A74;2.0;A93;A101;4.0;A122;26;A151;1;A173;A201;1
104600514;12;A33;A43;585.0;A61;A73;4.0;A94;A102;4.0;A121;20;A151;2;A173;A201;1
104600515;24;A32;A40;2255.0;A65;A72;4.0;A93;A101;1.0;A122;54;A152;1;A173;A201;1
104600516;6;A34;A40;609.0;A61;A74;4.0;A92;A101;3.0;A122;37;A152;2;A173;A202;1
104600517;6;A34;A40;1361.0;A61;A72;2.0;A93;A101;4.0;A121;40;A152;1;A172;A202;1
104600518;36;A34;A42;7127.0;A61;A72;2.0;A92;A101;4.0;A122;23;A151;2;A173;A201;2
104600519;6;A32;A40;1203.0;A62;A75;3.0;A93;A101;2.0;A122;43;A152;1;A173;A201;1
104600520;6;A34;A43;700.0;A65;A75;4.0;A93;A101;4.0;A124;36;A153;2;A173;A201;1
104600521;24;A34;A45;5507.0;A61;A75;3.0;A93;A101;4.0;A124;44;A153;2;A173;A201;1
104600522;18;A32;A43;3190.0;A61;A73;2.0;A92;A101;2.0;A121;24;A152;1;A173;A201;2
104600523;48;A30;A42;7119.0;A61;A73;3.0;A93;A101;4.0;A124;53;A153;2;A173;A201;2
104600524;24;A32;A41;3488.0;A62;A74;3.0;A92;A101;4.0;A123;23;A152;1;A173;A201;1
104600525;18;A32;A43;1113.0;A61;A73;4.0;A92;A103;4.0;A121;26;A152;1;A172;A201;1
104600526;26;A32;A41;7966.0;A61;A72;2.0;A93;A101;3.0;A123;30;A152;2;A173;A201;1
104600527;15;A34;A46;1532.0;A62;A73;4.0;A92;A101;3.0;A123;31;A152;1;A173;A201;1
104600528;4;A34;A43;1503.0;A61;A74;2.0;A93;A101;1.0;A121;42;A152;2;A172;A201;1
104600529;36;A32;A43;2302.0;A61;A73;4.0;A91;A101;4.0;A123;31;A151;1;A173;A201;2
104600530;6;A32;A40;662.0;A61;A72;3.0;A93;A101;4.0;A121;41;A152;1;A172;A201;1
104600531;36;A32;A46;2273.0;A61;A74;3.0;A93;A101;1.0;A123;32;A152;2;A173;A201;1
104600532;15;A32;A40;2631.0;A62;A73;2.0;A92;A101;4.0;A123;28;A151;2;A173;A201;2
104600533;12;A33;A41;1503.0;A61;A73;4.0;A94;A101;4.0;A121;41;A151;1;A173;A201;1
104600534;24;A32;A43;1311.0;A62;A74;4.0;A94;A101;3.0;A122;26;A152;1;A173;A201;1
104600535;24;A32;A43;3105.0;A65;A72;4.0;A93;A101;2.0;A123;25;A152;2;A173;A201;1
104600536;21;A34;A46;2319.0;A61;A72;2.0;A91;A101;1.0;A123;33;A151;1;A173;A201;2
104600537;6;A32;A40;1374.0;A65;A71;4.0;A92;A101;3.0;A122;75;A152;1;A174;A201;1
104600538;18;A34;A42;3612.0;A61;A75;3.0;A92;A101;4.0;A122;37;A152;1;A173;A201;1
104600539;48;A32;A40;7763.0;A61;A75;4.0;A93;A101;4.0;A124;42;A153;1;A174;A201;2
104600540;18;A32;A42;3049.0;A61;A72;1.0;A92;A101;1.0;A122;45;A152;1;A172;A201;1
104600541;12;A32;A43;1534.0;A61;A72;1.0;A94;A101;1.0;A121;23;A151;1;A173;A201;2
104600542;24;A33;A40;2032.0;A61;A75;4.0;A93;A101;4.0;A124;60;A153;2;A173;A201;1
104600543;30;A32;A42;6350.0;A65;A75;4.0;A93;A101;4.0;A122;31;A152;1;A173;A201;2
104600544;18;A32;A42;2864.0;A61;A73;2.0;A93;A101;1.0;A121;34;A152;1;A172;A201;2
104600545;12;A34;A40;1255.0;A61;A75;4.0;A93;A101;4.0;A121;61;A152;2;A172;A201;1
104600546;24;A33;A40;1333.0;A61;A71;4.0;A93;A101;2.0;A121;43;A153;2;A173;A201;2
104600547;24;A34;A40;2022.0;A61;A73;4.0;A92;A101;4.0;A123;37;A152;1;A173;A201;1
104600548;24;A32;A43;1552.0;A61;A74;3.0;A93;A101;1.0;A123;32;A152;1;A173;A201;1
104600549;12;A31;A43;626.0;A61;A73;4.0;A92;A101;4.0;A121;24;A152;1;A172;A201;2
104600550;48;A34;A41;8858.0;A65;A74;2.0;A93;A101;1.0;A124;35;A153;2;A173;A201;1
104600551;12;A34;A45;996.0;A65;A74;4.0;A92;A101;4.0;A121;23;A152;2;A173;A201;1
104600552;6;A31;A43;1750.0;A63;A75;2.0;A93;A101;4.0;A122;45;A152;1;A172;A201;1
104600553;48;A32;A43;6999.0;A61;A74;1.0;A94;A103;1.0;A121;34;A152;2;A173;A201;2
104600554;12;A34;A40;1995.0;A62;A72;4.0;A93;A101;1.0;A123;27;A152;1;A173;A201;1
104600555;9;A32;A46;1199.0;A61;A74;4.0;A92;A101;4.0;A122;67;A152;2;A174;A201;1
104600556;12;A32;A43;1331.0;A61;A72;2.0;A93;A101;1.0;A123;22;A152;1;A173;A201;2
104600557;18;A30;A40;2278.0;A62;A72;3.0;A92;A101;3.0;A123;28;A152;2;A173;A201;2
104600558;21;A30;A40;5003.0;A65;A73;1.0;A92;A101;4.0;A122;29;A152;2;A173;A201;2
104600559;24;A31;A42;3552.0;A61;A74;3.0;A93;A101;4.0;A123;27;A152;1;A173;A201;2
104600560;18;A34;A42;1928.0;A61;A72;2.0;A93;A101;2.0;A121;31;A152;2;A172;A201;2
104600561;24;A32;A41;2964.0;A65;A75;4.0;A93;A101;4.0;A124;49;A153;1;A173;A201;1
104600562;24;A31;A43;1546.0;A61;A74;4.0;A93;A103;4.0;A123;24;A151;1;A172;A201;2
104600563;6;A33;A43;683.0;A61;A72;2.0;A92;A101;1.0;A122;29;A152;1;A173;A201;1
104600564;36;A32;A40;12389.0;A65;A73;1.0;A93;A101;4.0;A124;37;A153;1;A173;A201;2
104600565;24;A33;A49;4712.0;A65;A73;4.0;A93;A101;2.0;A122;37;A152;2;A174;A201;1
104600566;24;A33;A43;1553.0;A62;A74;3.0;A92;A101;2.0;A122;23;A151;2;A173;A201;1
104600567;12;A32;A40;1372.0;A61;A74;2.0;A91;A101;3.0;A123;36;A152;1;A173;A201;2
104600568;24;A34;A43;2578.0;A64;A75;2.0;A93;A101;2.0;A123;34;A152;1;A173;A201;1
104600569;48;A32;A43;3979.0;A65;A74;4.0;A93;A101;1.0;A123;41;A152;2;A173;A201;1
104600570;48;A32;A43;6758.0;A61;A73;3.0;A92;A101;2.0;A123;31;A152;1;A173;A201;2
104600571;24;A32;A42;3234.0;A61;A72;4.0;A92;A101;4.0;A121;23;A151;1;A172;A201;2
104600572;30;A34;A43;5954.0;A61;A74;3.0;A93;A102;2.0;A123;38;A152;1;A173;A201;1
104600573;24;A32;A41;5433.0;A65;A71;2.0;A92;A101;4.0;A122;26;A151;1;A174;A201;1
104600574;15;A32;A49;806.0;A61;A73;4.0;A92;A101;4.0;A122;22;A152;1;A172;A201;1
104600575;9;A32;A43;1082.0;A61;A75;4.0;A93;A101;4.0;A123;27;A152;2;A172;A201;1
104600576;15;A34;A42;2788.0;A61;A74;2.0;A92;A102;3.0;A123;24;A152;2;A173;A201;1
104600577;12;A32;A43;2930.0;A61;A74;2.0;A92;A101;1.0;A121;27;A152;1;A173;A201;1
104600578;24;A34;A46;1927.0;A65;A73;3.0;A92;A101;2.0;A123;33;A152;2;A173;A201;1
104600579;36;A34;A40;2820.0;A61;A72;4.0;A91;A101;4.0;A123;27;A152;2;A173;A201;2
104600580;24;A32;A48;937.0;A61;A72;4.0;A94;A101;3.0;A123;27;A152;2;A172;A201;1
104600581;18;A34;A40;1056.0;A61;A75;3.0;A93;A103;3.0;A121;30;A152;2;A173;A201;2
104600582;12;A34;A40;3124.0;A61;A72;1.0;A93;A101;3.0;A121;49;A152;2;A172;A201;1
104600583;9;A32;A42;1388.0;A61;A73;4.0;A92;A101;2.0;A121;26;A151;1;A173;A201;1
104600584;36;A32;A45;2384.0;A61;A72;4.0;A93;A101;1.0;A124;33;A151;1;A172;A201;2
104600585;12;A32;A40;2133.0;A65;A75;4.0;A92;A101;4.0;A124;52;A153;1;A174;A201;1
104600586;18;A32;A42;2039.0;A61;A73;1.0;A92;A101;4.0;A121;20;A151;1;A173;A201;2
104600587;9;A34;A40;2799.0;A61;A73;2.0;A93;A101;2.0;A121;36;A151;2;A173;A201;1
104600588;12;A32;A42;1289.0;A61;A73;4.0;A93;A103;1.0;A122;21;A152;1;A172;A201;1
104600589;18;A32;A44;1217.0;A61;A73;4.0;A94;A101;3.0;A121;47;A152;1;A172;A201;2
104600590;12;A34;A42;2246.0;A61;A75;3.0;A93;A101;3.0;A122;60;A152;2;A173;A201;2
104600591;12;A34;A43;385.0;A61;A74;4.0;A92;A101;3.0;A121;58;A152;4;A172;A201;1
104600592;24;A33;A40;1965.0;A65;A73;4.0;A92;A101;4.0;A123;42;A151;2;A173;A201;1
104600593;21;A32;A49;1572.0;A64;A75;4.0;A92;A101;4.0;A121;36;A152;1;A172;A201;1
104600594;24;A32;A40;2718.0;A61;A73;3.0;A92;A101;4.0;A122;20;A151;1;A172;A201;2
104600595;24;A31;A410;1358.0;A65;A75;4.0;A93;A101;3.0;A123;40;A152;1;A174;A201;2
104600596;6;A31;A40;931.0;A62;A72;1.0;A92;A101;1.0;A122;32;A152;1;A172;A201;2
104600597;24;A32;A40;1442.0;A61;A74;4.0;A92;A101;4.0;A123;23;A151;2;A173;A201;2
104600598;24;A30;A49;4241.0;A61;A73;1.0;A93;A101;4.0;A121;36;A152;3;A172;A201;2
104600599;18;A34;A40;2775.0;A61;A74;2.0;A93;A101;2.0;A122;31;A152;2;A173;A201;2
104600600;24;A33;A49;3863.0;A61;A73;1.0;A93;A101;2.0;A124;32;A153;1;A173;A201;1
104600601;7;A32;A43;2329.0;A61;A72;1.0;A92;A103;1.0;A121;45;A152;1;A173;A201;1
104600602;9;A32;A42;918.0;A61;A73;4.0;A92;A101;1.0;A122;30;A152;1;A173;A201;2
104600603;24;A31;A46;1837.0;A61;A74;4.0;A92;A101;4.0;A124;34;A153;1;A172;A201;2
104600604;36;A32;A42;3349.0;A61;A73;4.0;A92;A101;2.0;A123;28;A152;1;A174;A201;2
104600605;10;A32;A42;1275.0;A61;A72;4.0;A92;A101;2.0;A122;23;A152;1;A173;A201;1
104600606;24;A31;A42;2828.0;A63;A73;4.0;A93;A101;4.0;A121;22;A152;1;A173;A201;1
104600607;24;A34;A49;4526.0;A61;A73;3.0;A93;A101;2.0;A121;74;A152;1;A174;A201;1
104600608;36;A32;A43;2671.0;A62;A73;4.0;A92;A102;4.0;A124;50;A153;1;A173;A201;2
104600609;18;A32;A43;2051.0;A61;A72;4.0;A93;A101;1.0;A121;33;A152;1;A173;A201;1
104600610;15;A32;A41;1300.0;A65;A75;4.0;A93;A101;4.0;A124;45;A153;1;A173;A201;1
104600611;12;A32;A44;741.0;A62;A71;4.0;A92;A101;3.0;A122;22;A152;1;A173;A201;2
104600612;10;A32;A40;1240.0;A62;A75;1.0;A92;A101;4.0;A124;48;A153;1;A172;A201;2
104600613;21;A32;A43;3357.0;A64;A72;4.0;A92;A101;2.0;A123;29;A152;1;A173;A201;1
104600614;24;A31;A41;3632.0;A61;A73;1.0;A92;A103;4.0;A123;22;A151;1;A173;A202;1
104600615;18;A33;A42;1808.0;A61;A74;4.0;A92;A101;1.0;A121;22;A152;1;A173;A201;2
104600616;48;A30;A49;12204.0;A65;A73;2.0;A93;A101;2.0;A123;48;A152;1;A174;A201;1
104600617;60;A33;A43;9157.0;A65;A73;2.0;A93;A101;2.0;A124;27;A153;1;A174;A201;1
104600618;6;A34;A40;3676.0;A61;A73;1.0;A93;A101;3.0;A121;37;A151;3;A173;A201;1
104600619;30;A32;A42;3441.0;A62;A73;2.0;A92;A102;4.0;A123;21;A151;1;A173;A201;2
104600620;12;A32;A40;640.0;A61;A73;4.0;A91;A101;2.0;A121;49;A152;1;A172;A201;1
104600621;21;A34;A49;3652.0;A61;A74;2.0;A93;A101;3.0;A122;27;A152;2;A173;A201;1
104600622;18;A34;A40;1530.0;A61;A73;3.0;A93;A101;2.0;A122;32;A152;2;A173;A201;2
104600623;48;A32;A49;3914.0;A65;A73;4.0;A91;A101;2.0;A121;38;A152;1;A173;A201;2
104600624;12;A32;A42;1858.0;A61;A72;4.0;A92;A101;1.0;A123;22;A151;1;A173;A201;1
104600625;18;A32;A43;2600.0;A61;A73;4.0;A93;A101;4.0;A124;65;A153;2;A173;A201;2
104600626;15;A32;A43;1979.0;A65;A75;4.0;A93;A101;2.0;A123;35;A152;1;A173;A201;1
104600627;6;A32;A42;2116.0;A61;A73;2.0;A93;A101;2.0;A121;41;A152;1;A173;A201;1
104600628;9;A31;A40;1437.0;A62;A74;2.0;A93;A101;3.0;A124;29;A152;1;A173;A201;2
104600629;42;A34;A42;4042.0;A63;A73;4.0;A93;A101;4.0;A121;36;A152;2;A173;A201;1
104600630;9;A32;A46;3832.0;A65;A75;1.0;A93;A101;4.0;A121;64;A152;1;A172;A201;1
104600631;24;A32;A43;3660.0;A61;A73;2.0;A92;A101;4.0;A123;28;A152;1;A173;A201;1
104600632;18;A31;A42;1553.0;A61;A73;4.0;A93;A101;3.0;A123;44;A152;1;A173;A201;2
104600633;15;A32;A43;1444.0;A65;A72;4.0;A93;A101;1.0;A122;23;A152;1;A173;A201;1
104600634;9;A32;A42;1980.0;A61;A72;2.0;A92;A102;2.0;A123;19;A151;2;A173;A201;2
104600635;24;A32;A40;1355.0;A61;A72;3.0;A92;A101;4.0;A123;25;A152;1;A172;A201;2
104600636;12;A32;A46;1393.0;A61;A75;4.0;A93;A101;4.0;A122;47;A152;3;A173;A201;1
104600637;24;A32;A43;1376.0;A63;A74;4.0;A92;A101;1.0;A123;28;A152;1;A173;A201;1
104600638;60;A33;A43;15653.0;A61;A74;2.0;A93;A101;4.0;A123;21;A152;2;A173;A201;1
104600639;12;A32;A43;1493.0;A61;A72;4.0;A92;A101;3.0;A123;34;A152;1;A173;A201;1
104600640;42;A33;A43;4370.0;A61;A74;3.0;A93;A101;2.0;A122;26;A152;2;A173;A201;2
104600641;18;A32;A46;750.0;A61;A71;4.0;A92;A101;1.0;A121;27;A152;1;A171;A201;2
104600642;15;A32;A45;1308.0;A61;A75;4.0;A93;A101;4.0;A123;38;A152;2;A172;A201;1
104600643;15;A32;A46;4623.0;A62;A73;3.0;A93;A101;2.0;A122;40;A152;1;A174;A201;2
104600644;24;A34;A43;1851.0;A61;A74;4.0;A94;A103;2.0;A123;33;A152;2;A173;A201;1
104600645;18;A34;A43;1880.0;A61;A74;4.0;A94;A101;1.0;A122;32;A152;2;A174;A201;1
104600646;36;A33;A49;7980.0;A65;A72;4.0;A93;A101;4.0;A123;27;A151;2;A173;A201;2
104600647;30;A30;A42;4583.0;A61;A73;2.0;A91;A103;2.0;A121;32;A152;2;A173;A201;1
104600648;12;A32;A40;1386.0;A63;A73;2.0;A92;A101;2.0;A122;26;A152;1;A173;A201;2
104600649;24;A32;A40;947.0;A61;A74;4.0;A93;A101;3.0;A124;38;A153;1;A173;A201;2
104600650;12;A32;A46;684.0;A61;A73;4.0;A93;A101;4.0;A123;40;A151;1;A172;A201;2
104600651;48;A32;A46;7476.0;A61;A74;4.0;A93;A101;1.0;A124;50;A153;1;A174;A201;1
104600652;12;A32;A42;1922.0;A61;A73;4.0;A93;A101;2.0;A122;37;A152;1;A172;A201;2
104600653;24;A32;A40;2303.0;A61;A75;4.0;A93;A102;1.0;A121;45;A152;1;A173;A201;2
104600654;36;A33;A40;8086.0;A62;A75;2.0;A93;A101;4.0;A123;42;A152;4;A174;A201;2
104600655;24;A34;A41;2346.0;A61;A74;4.0;A93;A101;3.0;A123;35;A152;2;A173;A201;1
104600656;14;A32;A40;3973.0;A61;A71;1.0;A93;A101;4.0;A124;22;A153;1;A173;A201;1
104600657;12;A32;A40;888.0;A61;A75;4.0;A93;A101;4.0;A123;41;A152;1;A172;A201;2
104600658;48;A32;A43;10222.0;A65;A74;4.0;A93;A101;3.0;A123;37;A152;1;A173;A201;1
104600659;30;A30;A49;4221.0;A61;A73;2.0;A92;A101;1.0;A123;28;A152;2;A173;A201;1
104600660;18;A34;A42;6361.0;A61;A75;2.0;A93;A101;1.0;A124;41;A152;1;A173;A201;1
104600661;12;A32;A43;1297.0;A61;A73;3.0;A94;A101;4.0;A121;23;A151;1;A173;A201;1
104600662;12;A32;A40;900.0;A65;A73;4.0;A94;A101;2.0;A123;23;A152;1;A173;A201;2
104600663;21;A32;A42;2241.0;A61;A75;4.0;A93;A101;2.0;A121;50;A152;2;A173;A201;1
104600664;6;A33;A42;1050.0;A61;A71;4.0;A93;A101;1.0;A122;35;A152;2;A174;A201;1
104600665;6;A34;A46;1047.0;A61;A73;2.0;A92;A101;4.0;A122;50;A152;1;A172;A201;1
104600666;24;A34;A410;6314.0;A61;A71;4.0;A93;A102;2.0;A124;27;A152;2;A174;A201;1
104600667;30;A31;A42;3496.0;A64;A73;4.0;A93;A101;2.0;A123;34;A152;1;A173;A201;1
104600668;48;A31;A49;3609.0;A61;A73;1.0;A92;A101;1.0;A121;27;A152;1;A173;A201;1
104600669;12;A34;A40;4843.0;A61;A75;3.0;A93;A102;4.0;A122;43;A151;2;A173;A201;2
104600670;30;A34;A43;3017.0;A61;A75;4.0;A93;A101;4.0;A122;47;A152;1;A173;A201;1
104600671;24;A34;A49;4139.0;A62;A73;3.0;A93;A101;3.0;A122;27;A152;2;A172;A201;1
104600672;36;A32;A49;5742.0;A62;A74;2.0;A93;A101;2.0;A123;31;A152;2;A173;A201;1
104600673;60;A32;A40;10366.0;A61;A75;2.0;A93;A101;4.0;A122;42;A152;1;A174;A201;1
104600674;6;A34;A40;2080.0;A63;A73;1.0;A94;A101;2.0;A123;24;A152;1;A173;A201;1
104600675;21;A33;A49;2580.0;A63;A72;4.0;A93;A101;2.0;A121;41;A152;1;A172;A201;2
104600676;30;A34;A43;4530.0;A61;A74;4.0;A92;A101;4.0;A123;26;A151;1;A174;A201;1
104600677;24;A34;A42;5150.0;A61;A75;4.0;A93;A101;4.0;A123;33;A152;1;A173;A201;1
104600678;72;A32;A43;5595.0;A62;A73;2.0;A94;A101;2.0;A123;24;A152;1;A173;A201;2
104600679;24;A32;A43;2384.0;A61;A75;4.0;A93;A101;4.0;A121;64;A151;1;A172;A201;1
104600680;18;A32;A43;1453.0;A61;A72;3.0;A92;A101;1.0;A121;26;A152;1;A173;A201;1
104600681;6;A32;A46;1538.0;A61;A72;1.0;A92;A101;2.0;A124;56;A152;1;A173;A201;1
104600682;12;A32;A43;2279.0;A65;A73;4.0;A93;A101;4.0;A124;37;A153;1;A173;A201;1
104600683;15;A33;A43;1478.0;A61;A73;4.0;A94;A101;3.0;A121;33;A152;2;A173;A201;1
104600684;24;A34;A43;5103.0;A61;A72;3.0;A94;A101;3.0;A124;47;A153;3;A173;A201;1
104600685;36;A33;A49;9857.0;A62;A74;1.0;A93;A101;3.0;A122;31;A152;2;A172;A201;1
104600686;60;A32;A40;6527.0;A65;A73;4.0;A93;A101;4.0;A124;34;A153;1;A173;A201;1
104600687;10;A34;A43;1347.0;A65;A74;4.0;A93;A101;2.0;A122;27;A152;2;A173;A201;1
104600688;36;A33;A40;2862.0;A62;A75;4.0;A93;A101;3.0;A124;30;A153;1;A173;A201;1
104600689;9;A32;A43;2753.0;A62;A75;3.0;A93;A102;4.0;A123;35;A152;1;A173;A201;1
104600690;12;A32;A40;3651.0;A64;A73;1.0;A93;A101;3.0;A122;31;A152;1;A173;A201;1
104600691;15;A34;A42;975.0;A61;A73;2.0;A91;A101;3.0;A122;25;A152;2;A173;A201;1
104600692;15;A32;A45;2631.0;A62;A73;3.0;A92;A101;2.0;A121;25;A152;1;A172;A201;1
104600693;24;A32;A43;2896.0;A62;A72;2.0;A93;A101;1.0;A123;29;A152;1;A173;A201;1
104600694;6;A34;A40;4716.0;A65;A72;1.0;A93;A101;3.0;A121;44;A152;2;A172;A201;1
104600695;24;A32;A43;2284.0;A61;A74;4.0;A93;A101;2.0;A123;28;A152;1;A173;A201;1
104600696;6;A32;A41;1236.0;A63;A73;2.0;A93;A101;4.0;A122;50;A151;1;A173;A201;1
104600697;12;A32;A43;1103.0;A61;A74;4.0;A93;A103;3.0;A121;29;A152;2;A173;A202;1
104600698;12;A34;A40;926.0;A61;A71;1.0;A92;A101;2.0;A122;38;A152;1;A171;A201;1
104600699;18;A34;A43;1800.0;A61;A73;4.0;A93;A101;2.0;A123;24;A152;2;A173;A201;1
104600700;15;A32;A46;1905.0;A61;A75;4.0;A93;A101;4.0;A123;40;A151;1;A174;A201;1
104600701;12;A32;A42;1123.0;A63;A73;4.0;A92;A101;4.0;A123;29;A151;1;A172;A201;2
104600702;48;A34;A41;6331.0;A61;A75;4.0;A93;A101;4.0;A124;46;A153;2;A173;A201;2
104600703;24;A32;A43;1377.0;A62;A75;4.0;A92;A101;2.0;A124;47;A153;1;A173;A201;1
104600704;30;A33;A49;2503.0;A62;A75;4.0;A93;A101;2.0;A122;41;A152;2;A173;A201;1
104600705;27;A32;A49;2528.0;A61;A72;4.0;A92;A101;1.0;A122;32;A152;1;A173;A201;1
104600706;15;A32;A40;5324.0;A63;A75;1.0;A92;A101;4.0;A124;35;A153;1;A173;A201;1
104600707;48;A32;A40;6560.0;A62;A74;3.0;A93;A101;2.0;A122;24;A152;1;A173;A201;2
104600708;12;A30;A42;2969.0;A61;A72;4.0;A92;A101;3.0;A122;25;A151;2;A173;A201;2
104600709;9;A32;A43;1206.0;A61;A75;4.0;A92;A101;4.0;A121;25;A152;1;A173;A201;1
104600710;9;A32;A43;2118.0;A61;A73;2.0;A93;A101;2.0;A121;37;A152;1;A172;A201;1
104600711;18;A34;A43;629.0;A63;A75;4.0;A93;A101;3.0;A122;32;A152;2;A174;A201;1
104600712;6;A31;A46;1198.0;A61;A75;4.0;A92;A101;4.0;A124;35;A153;1;A173;A201;2
104600713;21;A32;A41;2476.0;A65;A75;4.0;A93;A101;4.0;A121;46;A152;1;A174;A201;1
104600714;9;A34;A43;1138.0;A61;A73;4.0;A93;A101;4.0;A121;25;A152;2;A172;A201;1
104600715;60;A32;A40;14027.0;A61;A74;4.0;A93;A101;2.0;A124;27;A152;1;A174;A201;2
104600716;30;A34;A41;7596.0;A65;A75;1.0;A93;A101;4.0;A123;63;A152;2;A173;A201;1
104600717;30;A34;A43;3077.0;A65;A75;3.0;A93;A101;2.0;A123;40;A152;2;A173;A201;1
104600718;18;A32;A43;1505.0;A61;A73;4.0;A93;A101;2.0;A124;32;A153;1;A174;A201;1
104600719;24;A34;A43;3148.0;A65;A73;3.0;A93;A101;2.0;A123;31;A152;2;A173;A201;1
104600720;20;A30;A41;6148.0;A62;A75;3.0;A94;A101;4.0;A123;31;A152;2;A173;A201;1
104600721;9;A30;A43;1337.0;A61;A72;4.0;A93;A101;2.0;A123;34;A152;2;A174;A201;2
104600722;6;A31;A46;433.0;A64;A72;4.0;A92;A101;2.0;A122;24;A151;1;A173;A201;2
104600723;12;A32;A40;1228.0;A61;A73;4.0;A92;A101;2.0;A121;24;A152;1;A172;A201;2
104600724;9;A32;A43;790.0;A63;A73;4.0;A92;A101;3.0;A121;66;A152;1;A172;A201;1
104600725;27;A32;A40;2570.0;A61;A73;3.0;A92;A101;3.0;A121;21;A151;1;A173;A201;2
104600726;6;A34;A40;250.0;A64;A73;2.0;A92;A101;2.0;A121;41;A152;2;A172;A201;1
104600727;15;A34;A43;1316.0;A63;A73;2.0;A94;A101;2.0;A122;47;A152;2;A172;A201;1
104600728;18;A32;A43;1882.0;A61;A73;4.0;A92;A101;4.0;A123;25;A151;2;A173;A201;2
104600729;48;A31;A49;6416.0;A61;A75;4.0;A92;A101;3.0;A124;59;A151;1;A173;A201;2
104600730;24;A34;A49;1275.0;A64;A73;2.0;A91;A101;4.0;A121;36;A152;2;A173;A201;1
104600731;24;A33;A43;6403.0;A61;A72;1.0;A93;A101;2.0;A123;33;A152;1;A173;A201;1
104600732;24;A32;A43;1987.0;A61;A73;2.0;A93;A101;4.0;A121;21;A151;1;A172;A201;2
104600733;8;A32;A43;760.0;A61;A74;4.0;A92;A103;2.0;A121;44;A152;1;A172;A201;1
104600734;24;A32;A41;2603.0;A64;A73;2.0;A92;A101;4.0;A123;28;A151;1;A173;A201;1
104600735;4;A34;A40;3380.0;A61;A74;1.0;A92;A101;1.0;A121;37;A152;1;A173;A201;1
104600736;36;A31;A44;3990.0;A65;A72;3.0;A92;A101;2.0;A124;29;A152;1;A171;A201;1
104600737;24;A32;A41;11560.0;A61;A73;1.0;A92;A101;4.0;A123;23;A151;2;A174;A201;2
104600738;18;A32;A40;4380.0;A62;A73;3.0;A93;A101;4.0;A123;35;A152;1;A172;A201;1
104600739;6;A34;A40;6761.0;A61;A74;1.0;A93;A101;3.0;A124;45;A152;2;A174;A201;1
104600740;30;A30;A49;4280.0;A62;A73;4.0;A92;A101;4.0;A123;26;A151;2;A172;A201;2
104600741;24;A31;A40;2325.0;A62;A74;2.0;A93;A101;3.0;A123;32;A152;1;A173;A201;1
104600742;10;A31;A43;1048.0;A61;A73;4.0;A93;A101;4.0;A121;23;A152;1;A172;A201;1
104600743;21;A32;A43;3160.0;A65;A75;4.0;A93;A101;3.0;A122;41;A152;1;A173;A201;1
104600744;24;A31;A42;2483.0;A63;A73;4.0;A93;A101;4.0;A121;22;A152;1;A173;A201;1
104600745;39;A34;A42;14179.0;A65;A74;4.0;A93;A101;4.0;A122;30;A152;2;A174;A201;1
104600746;13;A34;A49;1797.0;A61;A72;3.0;A93;A101;1.0;A122;28;A152;2;A172;A201;1
104600747;15;A32;A40;2511.0;A61;A71;1.0;A92;A101;4.0;A123;23;A151;1;A173;A201;1
104600748;12;A32;A40;1274.0;A61;A72;3.0;A92;A101;1.0;A121;37;A152;1;A172;A201;2
104600749;21;A32;A41;5248.0;A65;A73;1.0;A93;A101;3.0;A123;26;A152;1;A173;A201;1
